Transaction_ID,Card_Type,Merchant_Category,Transaction_Amount,Transaction_DateTime,City,Country,Cardholder_Age,Cardholder_Gender,Cardholder_Monthly_Income,Cardholder_Average_Spend,Credit_Limit,Device_Type,Day_of_Week,Is_Fraudulent
R198BF14,Visa,Online Shopping,3441.30,20-08-2020 12:11,Sydney,Australia,42,Male,28270,1529.191,20000,Contactless Payment Device,Thursday,No
X611SY21,Mastercard,Retail,3209.30,21-08-2020 01:20,Shanghai,China,57,Female,4879,2567.92,5000,Point-of-Sale Terminal,Friday,No
V322YW74,Visa,Online Shopping,8097.10,21-08-2020 04:22,Berlin,Germany,,Female,13866,3851.808,10000,Point-of-Sale Terminal,Friday,Yes
S208MC16,Visa,Retail,5882.60,21-08-2020 15:05,London,UK,69,Male,,8081.401,10000,Desktop,Friday,Yes
T278ML43,Mastercard,Utility bill,4222.80,21-08-2020 21:53,New York,USA,79,Male,15372,5199.693,15000,Unknown,Friday,No
O978BR10,Visa,Retail,6987.40,22-08-2020 06:14,New York,USA,26,Male,,,15000,Unknown,Saturday,No
U607JX79,Mastercard,Retail,9779.60,22-08-2020 15:45,Dubai,UAE,61,Male,8445,8803.819,10000,Point-of-Sale Terminal,Saturday,No
T485AC52,Visa,Entertainment,8613.50,22-08-2020 17:39,Hong Kong,China,50,Female,19918,12011.159,15000,Mobile,Saturday,No
H954QI99,UnionPay,Utility bill,2972.00,22-08-2020 17:44,Chicago,USA,48,Male,4716,2164.216,5000,Mobile,Saturday,No
P565JL59,Visa,Healthcare,5005.90,23-08-2020 01:14,Tokyo,Japan,31,Female,9070,3779.164,10000,Mobile,Sunday,No
B969OR97,Mastercard,Healthcare,4436.80,23-08-2020 02:02,Toronto,Canada,46,Female,6429,3197.131,5000,Point-of-Sale Terminal,Sunday,No
T172DP22,Visa,Online Shopping,8265.50,23-08-2020 07:17,Paris,France,69,Male,19320,9512.188,15000,Contactless Payment Device,Sunday,No
Y591BY23,UnionPay,Utility bill,4584.00,23-08-2020 08:04,Shanghai,China,25,Male,29869,3865.039,20000,Unknown,Sunday,No
U148QU31,Visa,Online Shopping,18100.90,24-08-2020 12:56,New York,USA,27,Female,17588,11578.721,20000,Point-of-Sale Terminal,Monday,No
I822AL99,UnionPay,Online Shopping,7641.40,25-08-2020 12:54,Tokyo,Japan,54,Female,19019,3549.844,20000,Contactless Payment Device,Tuesday,Yes
Z501PZ92,Visa,Retail,5562.00,25-08-2020 13:53,Hong Kong,China,31,Female,10590,3324.291,10000,Unknown,Tuesday,No
P979OB76,Visa,Utility bill,5397.90,25-08-2020 14:43,Chicago,USA,26,Male,29506,3551.021,20000,Unknown,Tuesday,No
M150QI96,Mastercard,Entertainment,7468.40,26-08-2020 06:10,Shanghai,China,57,Male,9547,8468.571,10000,Mobile,Wednesday,Yes
Y787JA99,Mastercard,Entertainment,3248.30,27-08-2020 03:03,Chicago,USA,19,Female,6655,1587.241,5000,Mobile,Thursday,Yes
J123PG82,Mastercard,Education,4294.00,27-08-2020 06:53,London,UK,,Female,14908,2037.106,10000,Contactless Payment Device,Thursday,No
N933WK40,Visa,Dining,8109.40,27-08-2020 07:58,Shanghai,China,23,Female,13533,4553.096,10000,Contactless Payment Device,Thursday,Yes
B263JA14,Visa,Dining,2953.70,27-08-2020 11:32,Mumbai,India,24,Female,7209,4028.599,5000,Desktop,Thursday,No
P743MS66,American Express,Healthcare,4454.20,27-08-2020 14:20,Tokyo,Japan,56,Male,6932,2415.655,5000,Mobile,Thursday,No
F854WK66,Visa,Dining,8520.70,28-08-2020 03:30,Paris,France,49,Male,10057,6902.299,10000,Point-of-Sale Terminal,Friday,No
H832VI17,Mastercard,Transportation,3561.30,28-08-2020 05:04,Shanghai,China,55,Female,,4736.136,5000,Unknown,Friday,No
C485KT12,Visa,Online Shopping,3965.90,28-08-2020 09:48,Tokyo,Japan,74,Male,5888,4865.613,5000,Mobile,Friday,No
S977HW15,UnionPay,Utility bill,3944.40,28-08-2020 10:46,Hong Kong,China,70,Female,28030,3392.909,20000,Mobile,Friday,Yes
Q633RH14,Visa,Entertainment,9687.30,28-08-2020 17:09,Paris,France,19,Male,9088,8845.177,10000,Point-of-Sale Terminal,Friday,No
V789NG35,Mastercard,Healthcare,2979.10,28-08-2020 17:52,Shanghai,China,58,Male,4385,3099.012,5000,Unknown,Friday,No
Q217UC64,Visa,Online Shopping,16133.50,28-08-2020 18:45,Shanghai,China,37,Female,28188,12257.279,20000,Mobile,Friday,No
P377KP11,Visa,Online Shopping,5613.90,29-08-2020 07:43,Toronto,Canada,38,Male,8279,4302.4,10000,Mobile,Saturday,Yes
Z292XN74,Visa,Retail,3750.10,29-08-2020 10:18,Hong Kong,China,67,Male,11724,4923.743,10000,Mobile,Saturday,Yes
Z513TY16,Mastercard,Online Shopping,18923.80,29-08-2020 22:57,Hong Kong,China,40,Male,28850,14716.111,20000,Unknown,Saturday,Yes
R259UE45,Mastercard,Education,2935.30,30-08-2020 00:21,Berlin,Germany,58,Male,6402,2397.525,5000,Mobile,Sunday,Yes
B830UM91,Mastercard,Entertainment,15056.30,30-08-2020 08:41,New York,USA,54,Female,18219,12031.629,20000,Mobile,Sunday,No
Z101XF25,American Express,Transportation,7234.60,30-08-2020 10:47,Berlin,Germany,40,Male,21899,4291.825,15000,Unknown,Sunday,No
I754VR72,Mastercard,Utility bill,4278.60,31-08-2020 12:20,Berlin,Germany,32,Female,5719,1861.554,5000,Mobile,Monday,Yes
G640OQ20,UnionPay,Retail,9995.30,31-08-2020 22:53,Tokyo,Japan,26,Female,13286,7573.451,10000,Mobile,Monday,Yes
Z506DQ47,Visa,Online Shopping,3097.30,01-09-2020 10:45,Hong Kong,China,,Female,14175,3942.103,10000,Contactless Payment Device,Tuesday,No
J521AS33,Visa,Dining,2565.40,01-09-2020 12:25,Dubai,UAE,33,Female,5784,1797.75,5000,Unknown,Tuesday,No
I677IZ55,American Express,Entertainment,14893.80,01-09-2020 15:39,Paris,France,80,Male,17598,12068.53,15000,Mobile,Tuesday,No
R587MZ88,Mastercard,Healthcare,2560.50,02-09-2020 01:41,Tokyo,Japan,24,Female,7865,3410.703,,Point-of-Sale Terminal,Wednesday,No
R888WC81,Visa,Dining,12357.50,02-09-2020 07:39,New York,USA,69,Male,,9502.764,20000,Mobile,Wednesday,Yes
J597OT22,Mastercard,Education,8847.70,02-09-2020 10:20,Shanghai,China,30,Female,12970,7738.625,15000,Mobile,Wednesday,No
A802ZD53,Mastercard,Online Shopping,3785.30,02-09-2020 13:24,Berlin,Germany,19,Female,6949,4806.778,5000,Point-of-Sale Terminal,Wednesday,Yes
G293SU35,Visa,Online Shopping,4355.70,02-09-2020 23:45,Shanghai,China,59,Female,14210,3889.453,10000,Mobile,Wednesday,No
Q493ET45,Visa,Utility bill,3722.70,03-09-2020 04:10,Sydney,Australia,71,Male,17300,3548.005,20000,Unknown,Thursday,Yes
J781XE28,Visa,Online Shopping,13858.50,03-09-2020 16:57,Hong Kong,China,33,Female,11123,13653.161,15000,Unknown,Thursday,No
S985KL12,American Express,Online Shopping,2943.60,04-09-2020 06:48,Shanghai,China,67,Male,13043,2052.86,15000,Unknown,Friday,No
W452KE48,Visa,Entertainment,14227.00,04-09-2020 13:28,New York,USA,19,Male,13010,9705.027,15000,Point-of-Sale Terminal,Friday,Yes
D894JR19,Mastercard,Transportation,6393.10,05-09-2020 17:16,Tokyo,Japan,73,Female,8881,8696.01,10000,Unknown,Saturday,No
Z604HN90,American Express,Retail,8780.60,06-09-2020 07:38,Los Angeles,USA,55,Female,18288,4662.988,15000,Mobile,Sunday,No
X758VY75,Visa,Retail,3615.10,07-09-2020 02:12,Chicago,USA,38,Male,7025,1799.72,5000,Contactless Payment Device,Monday,Yes
K157OD38,American Express,Online Shopping,9449.80,07-09-2020 04:29,New York,USA,21,Female,14039,4177.156,10000,Unknown,Monday,No
G412GF99,Visa,Transportation,10075.50,07-09-2020 10:09,Hong Kong,China,59,Male,11299,5711.598,15000,Mobile,Monday,Yes
A491GO21,Visa,Utility bill,4848.10,07-09-2020 10:21,Hong Kong,China,28,Male,13640,2684.3,10000,Desktop,Monday,No
I957TQ60,Visa,Entertainment,3242.60,07-09-2020 13:24,Hong Kong,China,44,Male,4149,3766.116,5000,Mobile,Monday,Yes
U283BK94,Mastercard,Utility bill,8965.80,07-09-2020 14:15,New York,USA,,Male,11365,4023.126,10000,Point-of-Sale Terminal,Monday,No
T741UF69,Mastercard,Online Shopping,4245.60,07-09-2020 19:36,London,UK,36,Male,10996,4584.438,10000,Mobile,Monday,No
M955NF12,Visa,Online Shopping,10209.50,07-09-2020 20:08,Berlin,Germany,31,Male,23093,5017.842,20000,Point-of-Sale Terminal,Monday,No
N784BI70,Mastercard,Transportation,4532.80,08-09-2020 05:41,Hong Kong,China,39,Female,14980,6244.663,20000,Point-of-Sale Terminal,Tuesday,No
S739HL94,Visa,Utility bill,4285.50,08-09-2020 07:16,London,UK,31,Male,4160,3670.988,5000,Unknown,Tuesday,No
B193ZK10,American Express,Online Shopping,19246.90,09-09-2020 00:38,Tokyo,Japan,42,Male,17808,10031.547,20000,Point-of-Sale Terminal,Wednesday,No
Y103QP13,Mastercard,Transportation,8780.60,09-09-2020 04:42,New York,USA,32,Male,7075,9384.037,10000,Mobile,Wednesday,No
V312DS35,American Express,Online Shopping,4808.10,09-09-2020 06:31,Berlin,Germany,52,Female,4860,,5000,Unknown,Wednesday,No
I384ZM70,American Express,,16507.90,09-09-2020 10:58,Paris,France,60,Female,20021,19873.451,20000,Mobile,Wednesday,No
N427RG74,American Express,Retail,8512.60,09-09-2020 21:03,Paris,France,47,Male,14889,10534.393,20000,Desktop,Wednesday,Yes
Q688QL81,Mastercard,Entertainment,18849.90,10-09-2020 03:36,New York,USA,69,Male,16492,11901.028,20000,Point-of-Sale Terminal,Thursday,No
O846RN40,Visa,Retail,19433.20,10-09-2020 06:06,Dubai,UAE,42,Female,23221,9497.805,20000,Point-of-Sale Terminal,Thursday,Yes
A948ER67,Mastercard,Dining,19075.10,10-09-2020 21:06,Shanghai,China,77,Male,,16337.913,20000,Unknown,Thursday,No
W212MI83,American Express,Transportation,16590.90,11-09-2020 04:44,Paris,France,74,Female,21949,19674.678,20000,Contactless Payment Device,Friday,No
J405CD66,American Express,Entertainment,5363.90,11-09-2020 17:02,Tokyo,Japan,37,Male,10833,6307.806,10000,Contactless Payment Device,Friday,No
K589PX78,Visa,Transportation,5792.40,12-09-2020 07:24,Berlin,Germany,74,Female,10037,2336.436,10000,Mobile,Saturday,Yes
C793IU32,Visa,Education,6723.80,12-09-2020 12:51,Shanghai,China,71,Female,8679,4568.386,10000,Point-of-Sale Terminal,Saturday,No
A707TE92,Mastercard,Transportation,4942.60,12-09-2020 15:01,Berlin,Germany,76,Female,4464,2806.48,5000,Mobile,Saturday,No
U201PY88,Mastercard,Online Shopping,15586.80,12-09-2020 15:37,Tokyo,Japan,37,Female,15110,15333.047,20000,Unknown,Saturday,No
R358XV86,Visa,Retail,3824.60,12-09-2020 17:59,Los Angeles,USA,,Male,4670,2170.701,5000,Unknown,Saturday,No
U604ZY78,Mastercard,Healthcare,6053.90,12-09-2020 20:06,Los Angeles,USA,61,Female,14105,7594.899,10000,Desktop,Saturday,Yes
Z162TX15,Mastercard,Dining,15927.30,13-09-2020 04:26,London,UK,37,Female,17796,7465.937,20000,Unknown,Sunday,Yes
R651HH25,Visa,Utility bill,2587.80,13-09-2020 08:41,Shanghai,China,22,Female,6574,2756.52,5000,Contactless Payment Device,Sunday,Yes
L695MX70,American Express,Education,5401.10,13-09-2020 18:28,Tokyo,Japan,49,Female,8652,3557.302,10000,Unknown,Sunday,No
Z572XK54,Visa,Entertainment,17959.60,13-09-2020 23:35,Los Angeles,USA,42,Female,19888,17845.531,20000,Unknown,Sunday,Yes
P572SO61,Mastercard,Transportation,5336.50,15-09-2020 05:44,Dubai,UAE,77,Male,11600,6012.48,15000,Mobile,Tuesday,No
I330TY34,Visa,Dining,7903.40,15-09-2020 05:53,London,UK,46,Female,13600,10900.218,15000,Unknown,Tuesday,No
F777ID45,Mastercard,Education,4315.60,15-09-2020 13:08,Los Angeles,USA,25,Male,5314,3000.643,5000,Contactless Payment Device,Tuesday,No
N476IV84,Visa,Entertainment,6310.20,15-09-2020 23:53,New York,USA,35,Male,19493,5968.918,15000,Contactless Payment Device,Tuesday,No
F301ES68,Mastercard,Entertainment,8005.90,17-09-2020 00:55,Dubai,UAE,23,Female,19234,3549.793,15000,Point-of-Sale Terminal,Thursday,No
V172QE53,Visa,Online Shopping,5339.10,17-09-2020 14:15,Paris,France,48,Male,21587,4281.102,15000,Contactless Payment Device,Thursday,Yes
R291ER36,American Express,Entertainment,7897.60,18-09-2020 15:17,Sydney,Australia,35,Female,19773,,15000,Contactless Payment Device,Friday,No
R916SW34,Visa,Online Shopping,9207.60,19-09-2020 06:35,Toronto,Canada,45,Female,21202,8181.533,15000,Point-of-Sale Terminal,Saturday,No
K113HP77,Visa,Transportation,9311.60,19-09-2020 12:49,Mumbai,India,39,Male,13228,4149.954,10000,Desktop,Saturday,No
U665KQ31,UnionPay,Dining,6698.80,19-09-2020 17:24,New York,USA,40,Female,16482,3602.613,20000,Contactless Payment Device,Saturday,No
L672MM62,Visa,Utility bill,11033.10,20-09-2020 04:57,New York,USA,76,Female,15854,6862.559,15000,Mobile,Sunday,No
N738AA11,American Express,Healthcare,5316.40,20-09-2020 05:25,Paris,France,28,Male,9317,2957.604,10000,Desktop,Sunday,Yes
M880XA98,Mastercard,Online Shopping,5256.90,20-09-2020 18:38,Berlin,Germany,72,Female,12611,4869.957,10000,Contactless Payment Device,Sunday,No
D526SG40,American Express,Utility bill,10447.80,20-09-2020 22:25,Tokyo,Japan,73,Male,18331,,15000,Unknown,Sunday,No
H299AL82,Visa,Dining,9057.20,21-09-2020 03:34,Shanghai,China,31,Male,8125,8033.04,10000,Contactless Payment Device,Monday,Yes
V669RK65,Mastercard,Entertainment,2712.40,21-09-2020 07:25,Shanghai,China,27,Female,5577,3119.655,5000,Unknown,Monday,No
H307KB53,American Express,Online Shopping,3436.80,21-09-2020 11:57,Shanghai,China,66,Male,6427,2108.298,5000,Contactless Payment Device,Monday,No
U492XV84,Visa,Entertainment,5878.50,21-09-2020 18:28,Mumbai,India,29,Female,11337,5665.553,15000,Point-of-Sale Terminal,Monday,Yes
C527GM20,Mastercard,Healthcare,5678.10,21-09-2020 20:59,Sydney,Australia,22,Male,9550,2906.509,10000,Desktop,Monday,No
L937PK93,Mastercard,Entertainment,4267.40,22-09-2020 00:28,Paris,France,76,Female,9387,5451.436,10000,Unknown,Tuesday,No
D328TW69,UnionPay,Utility bill,3700.30,22-09-2020 02:00,Tokyo,Japan,52,Female,13661,3815.654,15000,Desktop,Tuesday,No
Z179MO22,Mastercard,Retail,4639.80,22-09-2020 05:36,London,UK,35,Female,20629,,15000,Point-of-Sale Terminal,Tuesday,No
D885SH14,Visa,Education,11402.50,22-09-2020 09:11,Berlin,Germany,67,Male,19902,13108.608,15000,Desktop,Tuesday,No
O926RQ97,Visa,,17089.10,22-09-2020 13:09,Paris,France,29,Female,15467,17785.196,20000,Desktop,Tuesday,No
W385LK56,UnionPay,Entertainment,5192.00,22-09-2020 23:45,Sydney,Australia,59,Female,14153,6533.68,10000,Desktop,Tuesday,No
N540ME14,Visa,Education,14464.70,23-09-2020 00:58,New York,USA,33,Female,21577,7410.667,15000,Point-of-Sale Terminal,Wednesday,Yes
E192WB88,American Express,Dining,11688.10,23-09-2020 03:25,London,UK,20,Female,18470,8429.015,15000,Point-of-Sale Terminal,Wednesday,No
M887GD13,Visa,Healthcare,4449.20,23-09-2020 19:10,Tokyo,Japan,77,Female,6868,3037.254,5000,Contactless Payment Device,Wednesday,Yes
U164UP34,Visa,Entertainment,3263.10,24-09-2020 09:29,Tokyo,Japan,21,Male,7064,2177.885,5000,Point-of-Sale Terminal,Thursday,No
U463CB83,Visa,Retail,8982.00,24-09-2020 09:56,Chicago,USA,77,Male,7531,5500.03,10000,Mobile,Thursday,No
E885BA13,American Express,Healthcare,7215.30,24-09-2020 15:14,New York,USA,61,Female,28505,9046.434,20000,Mobile,Thursday,Yes
X994RV84,Visa,Retail,4127.90,25-09-2020 01:56,Dubai,UAE,21,Female,7208,2080.443,5000,Mobile,Friday,No
F746UX81,Visa,,10351.90,25-09-2020 02:44,Dubai,UAE,63,,20162,10150.313,15000,Desktop,Friday,No
V330PE38,UnionPay,Online Shopping,4314.20,25-09-2020 08:49,Tokyo,Japan,72,Female,4081,4999.678,5000,Point-of-Sale Terminal,Friday,No
K294VH46,Visa,Online Shopping,9369.60,25-09-2020 17:29,Los Angeles,USA,54,Male,12944,4724.378,10000,Desktop,Friday,No
U751NY71,American Express,Entertainment,2979.20,25-09-2020 17:53,Los Angeles,USA,70,Female,5125,3586.044,5000,Unknown,Friday,No
U483UA53,Mastercard,Transportation,3215.90,26-09-2020 01:29,Shanghai,China,53,Female,6554,,5000,Point-of-Sale Terminal,Saturday,Yes
Y839UM56,Visa,Entertainment,12860.40,26-09-2020 05:01,Toronto,Canada,56,Male,10618,7048.766,15000,Unknown,Saturday,No
J445BT59,UnionPay,Entertainment,3523.70,26-09-2020 05:11,London,UK,54,Female,20681,4925.232,15000,Mobile,Saturday,Yes
A374AV74,Visa,Dining,6445.40,26-09-2020 06:15,Berlin,Germany,46,Male,11185,8195.246,10000,Unknown,Saturday,Yes
E481HO40,Mastercard,Transportation,5460.70,26-09-2020 06:40,New York,USA,77,Female,,3762.373,15000,Desktop,Saturday,No
E276TM27,Visa,Transportation,3486.80,26-09-2020 11:59,Tokyo,Japan,26,Female,7196,3209.857,5000,Mobile,Saturday,No
B817ZH92,UnionPay,Dining,8777.50,26-09-2020 13:29,Berlin,Germany,69,Male,14589,5957.395,10000,Desktop,Saturday,No
Y665EP73,Visa,Utility bill,12718.20,26-09-2020 14:35,Hong Kong,China,18,Male,10985,8863.365,15000,Unknown,Saturday,No
U375EC67,Visa,Retail,4219.80,26-09-2020 19:07,Paris,France,59,Male,10665,,15000,Unknown,Saturday,Yes
J241FN99,Mastercard,Healthcare,12918.20,27-09-2020 04:39,Shanghai,China,49,Male,18912,17365.311,20000,Contactless Payment Device,Sunday,No
L440BQ55,American Express,Transportation,3022.00,27-09-2020 04:45,Sydney,Australia,28,Female,13521,2368.679,10000,Contactless Payment Device,Sunday,No
B490YO61,UnionPay,Dining,19730.40,27-09-2020 06:52,New York,USA,36,Female,19311,17680.839,20000,Unknown,Sunday,No
V608MV85,UnionPay,Online Shopping,4416.30,27-09-2020 10:55,London,UK,29,Female,4655,3754.404,5000,Desktop,Sunday,Yes
E766DZ91,Mastercard,Entertainment,13769.50,27-09-2020 15:25,New York,USA,34,Male,14874,6488.749,20000,Mobile,Sunday,Yes
O521DK37,Visa,Online Shopping,5691.20,27-09-2020 21:35,Hong Kong,China,33,Female,10730,6024.172,10000,Mobile,Sunday,No
O410AK61,Mastercard,Healthcare,5128.90,27-09-2020 21:47,Hong Kong,China,79,Male,9568,5258.685,10000,Point-of-Sale Terminal,Sunday,No
E198LS86,American Express,Retail,2651.50,28-09-2020 04:06,Shanghai,China,66,Female,3541,1498.05,5000,Contactless Payment Device,Monday,No
N439OS21,Mastercard,Dining,3616.40,28-09-2020 10:10,Sydney,Australia,53,Female,22030,2969.166,15000,Desktop,Monday,No
O942XQ89,Visa,Transportation,8739.60,28-09-2020 12:08,London,UK,27,Female,19584,8069.514,15000,Point-of-Sale Terminal,Monday,No
X131QM61,Visa,Retail,6876.00,28-09-2020 16:42,Dubai,UAE,28,Female,,8265.459,20000,Unknown,Monday,No
L174RK52,Visa,Retail,13457.50,28-09-2020 18:58,Paris,France,75,Male,23356,18039.575,20000,Point-of-Sale Terminal,Monday,No
O529QR47,UnionPay,Online Shopping,3498.00,29-09-2020 05:32,Sydney,Australia,24,Female,4788,,5000,Point-of-Sale Terminal,Tuesday,No
Z578FO91,Mastercard,Utility bill,4358.40,29-09-2020 07:21,Berlin,Germany,76,Male,3917,2812.876,5000,Point-of-Sale Terminal,Tuesday,Yes
G432VY40,UnionPay,Retail,3537.20,29-09-2020 07:54,Tokyo,Japan,55,Female,6340,2655.384,5000,Desktop,Tuesday,No
P390DS36,Mastercard,Education,8458.70,29-09-2020 16:39,New York,USA,63,Male,13788,6786.99,10000,Point-of-Sale Terminal,Tuesday,Yes
U138XZ56,Visa,Online Shopping,4114.00,29-09-2020 20:06,New York,USA,39,Female,6253,4339.073,5000,Unknown,Tuesday,No
O619GI39,American Express,Utility bill,2901.80,29-09-2020 21:26,Los Angeles,USA,32,Male,5321,2737.965,5000,Unknown,Tuesday,No
Y294GE64,Visa,Education,3757.80,30-09-2020 02:04,Dubai,UAE,71,Female,14905,1669.976,10000,Contactless Payment Device,Wednesday,No
K691WQ85,UnionPay,Education,3439.50,30-09-2020 10:55,Tokyo,Japan,33,Male,11623,4102.214,10000,Contactless Payment Device,Wednesday,Yes
K676HS18,Visa,Dining,3895.10,30-09-2020 20:56,Hong Kong,China,60,Male,,3207.545,5000,Contactless Payment Device,Wednesday,No
G773HU72,American Express,Education,3384.80,30-09-2020 21:11,Shanghai,China,62,Female,3559,4178.843,5000,Point-of-Sale Terminal,Wednesday,Yes
M278KY63,Visa,Utility bill,4399.00,01-10-2020 09:02,New York,USA,43,Male,10608,2026.307,10000,Desktop,Thursday,Yes
Q208QG38,American Express,Retail,12769.70,01-10-2020 19:41,Los Angeles,USA,68,Female,26648,17056.674,20000,Unknown,Thursday,No
J464RN30,Visa,Retail,6784.30,01-10-2020 22:48,Los Angeles,USA,58,Male,8051,5903.847,10000,Unknown,Thursday,No
C697GM65,Mastercard,Entertainment,9186.10,02-10-2020 22:44,Tokyo,Japan,50,,18088,8487.719,15000,Desktop,Friday,Yes
D353CX49,American Express,Retail,5475.60,03-10-2020 15:22,Tokyo,Japan,44,Female,28210,3287.281,20000,Desktop,Saturday,No
M384DY96,Visa,Online Shopping,4166.00,04-10-2020 14:05,Shanghai,China,30,Male,4516,2032.014,5000,Contactless Payment Device,Sunday,Yes
G903TH59,Mastercard,Online Shopping,8990.30,04-10-2020 19:02,Los Angeles,USA,21,Female,14556,8076.482,10000,Contactless Payment Device,Sunday,No
X941QV33,Mastercard,Retail,4932.00,05-10-2020 01:45,London,UK,52,Female,12399,4871.397,15000,Contactless Payment Device,Monday,No
N226GD84,American Express,Online Shopping,3705.80,05-10-2020 06:33,Tokyo,Japan,79,Male,7350,4339.6,10000,Point-of-Sale Terminal,Monday,No
J148UK48,Visa,Education,3932.40,05-10-2020 06:50,Hong Kong,China,67,Female,6043,2368.079,5000,Contactless Payment Device,Monday,Yes
D808UE71,Mastercard,Retail,3465.10,05-10-2020 07:29,London,UK,38,Female,4277,3361.977,5000,Point-of-Sale Terminal,Monday,Yes
A237GQ24,Mastercard,Healthcare,2799.40,05-10-2020 18:30,Mumbai,India,53,Female,7181,3591.613,10000,Mobile,Monday,Yes
L605DO37,American Express,Dining,4910.10,05-10-2020 23:51,Sydney,Australia,66,Female,4070,3688.852,5000,Desktop,Monday,No
I580RY24,Visa,Utility bill,3196.00,06-10-2020 03:44,London,UK,53,Female,6694,2817.623,5000,,Tuesday,Yes
Z436PF68,Mastercard,Retail,2525.80,06-10-2020 05:24,Dubai,UAE,57,Female,3690,3276.433,5000,Mobile,Tuesday,No
U696XB51,Visa,Dining,3419.00,07-10-2020 00:13,Hong Kong,China,47,Male,6079,2068.109,5000,Mobile,Wednesday,Yes
M768VG50,Mastercard,Transportation,2766.90,07-10-2020 04:07,New York,USA,39,Male,11794,2853.752,15000,Contactless Payment Device,Wednesday,Yes
G691OY40,Mastercard,Utility bill,8267.70,07-10-2020 04:54,Tokyo,Japan,79,Female,17760,11420.899,15000,Desktop,Wednesday,No
P775WN17,Mastercard,Education,4687.60,07-10-2020 06:48,New York,USA,53,Female,14121,6355.65,10000,Unknown,Wednesday,Yes
N135BC62,American Express,Entertainment,4803.10,07-10-2020 16:51,Hong Kong,China,80,Male,7002,3883.203,10000,Desktop,Wednesday,No
M947HZ84,Visa,Education,5055.60,08-10-2020 00:01,Los Angeles,USA,68,Male,11510,4146.192,10000,Desktop,Thursday,No
B648RC18,Visa,Online Shopping,4100.30,08-10-2020 02:45,Toronto,Canada,40,Female,5503,1712.667,5000,Contactless Payment Device,Thursday,No
I964GQ78,Mastercard,Dining,5134.10,08-10-2020 07:13,Dubai,UAE,58,Female,11684,2692.18,10000,Contactless Payment Device,Thursday,Yes
F343ET36,Visa,Education,13521.50,08-10-2020 16:49,Paris,France,60,Female,11310,11759.43,15000,Desktop,Thursday,No
G158IT43,Visa,Utility bill,2747.10,08-10-2020 21:09,New York,USA,25,Male,20954,1954.058,15000,Unknown,Thursday,No
M882ST75,American Express,,8365.60,09-10-2020 04:04,New York,USA,25,Female,21172,10432.864,15000,Point-of-Sale Terminal,Friday,No
S451HK24,American Express,Retail,11438.30,09-10-2020 09:07,Sydney,Australia,47,Female,20593,9135.325,15000,Mobile,Friday,Yes
U214BW21,Mastercard,Utility bill,2592.90,10-10-2020 00:43,Sydney,Australia,20,Female,5046,1536.063,5000,Desktop,Saturday,No
Y757RW16,Visa,Online Shopping,3574.50,10-10-2020 18:04,Chicago,USA,22,Female,5088,4216.425,5000,Mobile,Saturday,No
F886SD62,Visa,Online Shopping,16572.90,11-10-2020 03:11,Hong Kong,China,61,Male,25224,16665.896,20000,Point-of-Sale Terminal,Sunday,No
T634ZE95,Mastercard,Dining,3235.40,11-10-2020 21:43,Tokyo,Japan,73,Male,15671,3120.229,15000,Mobile,Sunday,No
G254JL86,Visa,Education,11988.10,11-10-2020 23:17,Tokyo,Japan,42,Female,10659,5398.835,15000,Mobile,Sunday,No
X511VP63,Mastercard,Healthcare,12638.80,12-10-2020 03:10,New York,USA,18,Male,21989,7023.974,15000,Unknown,Monday,No
X386WR79,Mastercard,Education,2664.60,12-10-2020 12:27,Shanghai,China,47,Female,3549,2955.74,5000,Contactless Payment Device,Monday,No
X286PH50,Mastercard,Online Shopping,5458.10,13-10-2020 01:57,Chicago,USA,51,Male,14829,6478.576,20000,Unknown,Tuesday,Yes
A229NK14,American Express,Entertainment,3332.80,13-10-2020 02:19,Hong Kong,China,50,Male,5439,2718.815,5000,Point-of-Sale Terminal,Tuesday,No
X686VG23,American Express,Retail,11940.60,13-10-2020 04:36,New York,USA,67,Male,17289,15379.182,20000,Point-of-Sale Terminal,Tuesday,No
V919TH34,Mastercard,Online Shopping,11753.40,14-10-2020 07:20,Chicago,USA,61,Male,20062,11468.598,15000,Contactless Payment Device,Wednesday,No
K289WX98,Mastercard,Retail,4327.10,14-10-2020 07:21,Hong Kong,China,49,Female,3919,3781.719,5000,Unknown,Wednesday,Yes
D317CU31,Mastercard,Dining,4409.30,14-10-2020 09:22,Hong Kong,China,52,Female,5840,2079.656,5000,Contactless Payment Device,Wednesday,No
P319NU70,American Express,Online Shopping,8681.00,14-10-2020 18:12,Mumbai,India,56,,11974,7847.954,10000,Contactless Payment Device,Wednesday,No
P336ZJ59,Mastercard,Retail,9432.60,14-10-2020 19:45,Paris,France,30,Female,27267,12558.601,20000,Contactless Payment Device,Wednesday,No
A886HH91,Visa,Online Shopping,8930.80,15-10-2020 00:28,London,UK,29,Female,,4546.783,10000,Unknown,Thursday,Yes
K909SF26,UnionPay,Retail,3542.60,15-10-2020 03:22,Los Angeles,USA,57,Male,16321,3602.414,15000,Unknown,Thursday,Yes
K504JH63,Mastercard,Transportation,4370.60,15-10-2020 04:58,Toronto,Canada,28,Female,5800,1833.035,5000,Mobile,Thursday,No
